ID,LAT,LON,NAME,Total Days,Missing Days,Missing %,Distance_to_Coast_km,Region
USC00300254,42.1394,-74.6536,ARKVILLE 2 W,12,0,0.0,146.4404057720687,Rural
USC00300364,40.9344,-72.7408,BAITING HOLLOW,12,0,0.0,5.470066798301472,Coastal
USC00300732,41.5311,-74.4803,BLOOMINGBURG 2 SW,12,0,0.0,66.40682706047679,Rural
USC00300889,40.9519,-72.2978,BRIDGEHAMPTON,12,0,0.0,6.348429825451283,Coastal
USC00300961,40.8372,-73.8497,BRONX,12,0,0.0,3.3283085823288783,Coastal
USC00301095,42.3167,-74.0331,CAIRO 3 NW,12,0,0.0,150.50328352140738,Rural
USC00301102,41.8275,-74.9506,CALLICOON CTR,12,0,0.0,134.59011789222717,Rural
USC00301211,41.4725,-73.655,CARMEL 4N,12,0,0.0,40.4052640123541,Coastal
USC00301309,40.8833,-73.3731,CENTERPORT,12,0,0.0,2.484612996029352,Coastal
USC00301521,41.9136,-74.5722,CLARYVILLE,12,8,66.67,113.51659701042529,Rural
USC00301761,42.1131,-73.5522,COPAKE,12,3,25.0,127.43056066404041,Rural
USC00302036,42.2533,-74.905,DELHI 2 SE,12,12,100.0,176.49446111641842,Rural
USC00302060,42.0628,-75.4264,DEPOSIT,12,0,0.0,198.14845837989287,Rural
USC00302129,41.0072,-73.8344,DOBBS FERRY-ARDSLEY,12,12,100.0,4.652489718629637,Coastal
USC00302151,40.7211,-73.0908,MOLLOY CERCOM,12,0,0.0,0.21224572848815856,Coastal
USC00302169,42.0772,-74.9828,DOWNSVILLE DAM,12,3,25.0,161.96185014505588,Rural
USC00302366,42.2344,-74.1444,E JEWETT,12,0,0.0,139.5532388714972,Rural
USC00302454,42.3328,-75.2297,E SIDNEY,12,0,0.0,208.76767604472306,Rural
USC00302582,41.7167,-74.4,ELLENVILLE,12,11,91.67,78.54454561261231,Rural
USC00304025,42.2475,-73.7922,HUDSON CORRECTIONAL FACILITY,12,0,0.0,140.8507832917965,Rural
USC00304575,42.4486,-74.4653,LANSING MANOR,12,1,8.33,179.58614463099977,Rural
USC00304731,41.8017,-74.74,LIBERTY 1 NE,12,4,33.33,113.92069211082158,Rural
USC00305113,42.4694,-75.0106,EMMONS,12,0,0.0,209.79406368584938,Rural
USC00305142,40.9886,-72.5103,MATTITUCK,12,8,66.67,0.4777876022036666,Coastal
USC00305310,41.4603,-74.4489,MIDDLETOWN 2 NW,12,9,75.0,58.195420800344344,Rural
USC00305377,40.7328,-73.6183,MINEOLA,12,9,75.0,13.950664186088643,Coastal
USC00305426,41.7719,-74.1536,MOHONK LAKE,12,0,0.0,72.27818061396596,Rural
USC00305606,40.9331,-73.0192,MT SINAI,12,0,0.0,4.807221131499332,Coastal
USC00305816,40.7106,-74.0142,WORLD TRADE CTR,12,12,100.0,0.099401395285159,Coastal
USC00306217,42.4603,-75.0642,ONEONTA,12,0,0.0,212.10322195080224,Rural
USC00306570,42.0675,-74.3356,PHONECIA 2SW,12,0,0.0,120.75770843969109,Rural
USC00306649,42.1389,-74.0914,PLATTE CLOVE,12,0,0.0,124.50780037192584,Rural
USC00306774,41.3892,-74.6906,PORT JERVIS,12,0,0.0,80.41018939243692,Rural
USC00306820,41.7269,-73.9203,POUGHKEEPSIE,12,1,8.33,61.89289841221199,Inland
USC00307035,41.8847,-73.8686,RHINEBECK 4SE,12,1,8.33,85.83427158278045,Rural
USC00307134,40.9625,-72.7161,RIVERHEAD RSCH FARM,12,0,0.0,2.11307837712167,Coastal
USC00307210,41.5917,-74.6142,ROCK HILL 3 SW,12,0,0.0,83.82440696059241,Rural
USC00307274,41.8481,-74.0472,ROSENDALE 2 E,12,3,25.0,80.68406932383805,Rural
USC00307633,40.9586,-73.1047,SETAUKET STRONG,12,9,75.0,0.3245005945760078,Coastal
USC00307742,41.3325,-73.8369,SHRUB OAK,12,12,100.0,12.696257726222147,Coastal
USC00307799,42.0167,-74.4167,SLIDE MTN,12,0,0.0,117.40995011921594,Rural
USC00308670,42.3542,-75.3242,UNADILLA 2 N,12,0,0.0,218.30963248347902,Rural
USC00308721,40.8656,-72.8642,UPTON COOP - NWSFO NEW YORK,12,0,0.0,11.869491612247279,Coastal
USC00308906,41.5514,-74.1628,WALDEN 1 ESE,12,9,75.0,42.99113274346384,Coastal
USC00308932,42.1847,-75.1456,WALTON 2,12,1,8.33,186.17641867208596,Rural
USC00308946,40.655,-73.5053,WANTAGH CEDAR CREEK,12,9,75.0,1.6280934081417406,Coastal
USC00309292,41.3906,-73.9608,W PT,12,0,0.0,11.883713442107032,Coastal
USC00309670,41.2664,-73.7975,YORKTOWN HTS 1W,12,10,83.33,14.392505580875032,Coastal
USC00361080,40.5,-75.2042,BUCKSVILLE,12,3,25.0,73.36617006833697,Rural
USC00361737,40.0744,-75.3178,CONSHOHOCKEN,12,0,0.0,26.429639067818673,Coastal
USC00362671,41.8722,-75.2656,EQUINUNK 2 NW,12,0,0.0,167.51677914947868,Rural
USC00363437,40.2294,-75.4242,GRATERFORD 1 E,12,1,8.33,50.28451868258251,Rural
USC00363488,40.3422,-75.4783,GREEN LANE,12,0,0.0,66.83433457605167,Rural
USC00363758,41.4764,-75.1653,HAWLEY 1 E,12,0,0.0,134.784272700346,Rural
USC00365390,39.8253,-75.4283,MARCUS HOOK,12,0,0.0,1.9821389965290812,Coastal
USC00365470,41.3914,-74.7172,MATAMORAS,12,0,0.0,83.378645458842,Rural
USC00365738,41.6725,-75.0642,MILANVILLE,12,0,0.0,133.59670299128456,Rural
USC00366194,40.1483,-74.953,NESHAMINY FALLS,12,0,0.0,20.75010430800891,Coastal
USC00366370,40.1097,-75.3369,NORRISTOWN,12,0,0.0,31.190777713578576,Coastal
USC00366886,39.9586,-75.1728,PHILA FRANKLIN INST,12,0,0.0,4.42439162459486,Coastal
USC00366927,40.1208,-75.4878,PHOENIXVILLE 1 E,12,0,0.0,41.841910964476774,Coastal
USC00367029,41.7394,-75.4464,PLEASANT MT 1 W,12,1,8.33,176.52425499300702,Rural
USC00367040,41.2808,-75.3958,POCONO PEAK LAKE,12,0,0.0,157.0611131462838,Rural
USC00367186,41.5889,-75.3303,PROMPTON DAM,12,1,8.33,156.77719131835806,Rural
USC00367938,40.3553,-75.3131,SELLERSVILLE,12,0,0.0,58.52426216179223,Inland
USC00368263,40.1719,-75.0361,SOUTHAMPTON,12,4,33.33,22.684999819531974,Coastal
USC00368400,40.5711,-75.2781,SPRINGTOWN 1 NNE,12,0,0.0,85.78531876579835,Rural
USC00368596,41.0147,-75.2072,E STROUDSBURG,12,0,0.0,124.35501870209657,Inland
USW00004781,40.7939,-73.1019,ISLIP-LI MACARTHUR AP,12,0,0.0,9.775290481757617,Coastal
USW00004789,41.5092,-74.2644,MONTGOMERY ORANGE CO AP,12,3,25.0,45.4587282955756,Coastal
USW00013739,39.8733,-75.2269,PHILA INTL AP,12,0,0.0,0.45839567129263986,Coastal
USW00014707,41.3281,-72.0489,GROTON NEW LONDON AP,12,0,0.0,0.11398261684731324,Coastal
USW00014719,40.8506,-72.6192,WESTHAMPTON GABRESKI AP,12,0,0.0,7.306170679187866,Coastal
USW00014732,40.7794,-73.8803,LAGUARDIA AP,12,0,0.0,0.2162859172462726,Coastal
USW00014734,40.6828,-74.1692,NEWARK LIBERTY INTL AP,12,0,0.0,3.1286384073563442,Coastal
USW00014737,40.6497,-75.4478,ALLENTOWN LEHIGH VLY INTL AP,12,0,0.0,103.66172641496951,Inland
USW00014740,41.9375,-72.6819,HARTFORD-BRADLEY INTL AP,12,0,0.0,91.02298048156389,Inland
USW00014752,41.7353,-72.6511,HARTFORD BRAINARD FLD,12,0,0.0,62.01702757531413,Inland
USW00014757,41.6258,-73.8817,POUGHKEEPSIE AP,12,0,0.0,47.31929413814913,Coastal
USW00014758,41.2589,-72.8892,NEW HAVEN TWEED AP,12,0,0.0,0.7090319092522066,Coastal
USW00014763,42.4269,-73.2892,PITTSFIELD MUNI AP,12,0,0.0,172.9232322160348,Rural
USW00014775,42.16,-72.7125,WESTFIELD BARNES MUNI AP,12,2,16.67,123.71970974192178,Inland
USW00014792,40.2769,-74.8158,TRENTON-MERCER AP,12,0,0.0,44.44457359120532,Coastal
USW00014793,40.2,-75.15,WILLOW GROVE NAS,12,12,100.0,30.07614924821833,Coastal
USW00054734,41.3722,-73.4833,DANBURY MUNI AP,12,2,16.67,41.46135787757728,Coastal
USW00054743,40.8764,-74.2828,CALDWELL ESSEX CO AP,12,0,0.0,30.048880818246715,Coastal
USW00054767,41.7425,-72.1825,WILLIMANTIC WINDHAM AP,12,0,0.0,59.11673625104359,Rural
USW00054779,41.0092,-74.7364,AEROFLEX-ANDOVER AP,12,0,0.0,80.50429545798262,Rural
USW00054785,40.6242,-74.6689,SOMERSET AP,12,0,0.0,46.68588985954662,Coastal
USW00054786,40.3303,-75.1228,DOYLESTOWN AP,12,1,8.33,47.05993037656055,Coastal
USW00054787,40.7344,-73.4164,FARMINGDALE REPUBLIC AP,12,0,0.0,11.347974514576956,Coastal
USW00054788,41.5097,-72.8278,MERIDEN MARKHAM MUNI AP,12,0,0.0,31.71210932729136,Coastal
USW00054789,41.1369,-75.3772,MT POCONO POCONO MOUNTAINS MUN,12,0,0.0,149.5691117522409,Rural
USW00054790,40.8211,-72.8675,SHIRLEY BROOKHAVEN AP,12,0,0.0,6.374900879531259,Coastal
USW00054793,41.1992,-74.6258,SUSSEX AP,12,0,0.0,72.09347862466666,Rural
USW00064756,41.7858,-73.7422,MILLBROOK 3 W,12,0,0.0,74.20986946887543,Rural
USW00093780,39.9408,-74.8408,S JERSEY RGNL AP,12,0,0.0,23.11599814976667,Coastal
USW00094702,41.1642,-73.1267,IGOR I SIKORSKY MEM AP,12,0,0.0,1.8239570602588964,Coastal
USW00094728,40.7789,-73.9692,NY CITY CNTRL PARK,12,0,0.0,1.7719514326938792,Coastal
USW00094732,40.0789,-75.0133,NE PHILA AP,12,0,0.0,9.17458850111309,Coastal
USW00094741,40.8589,-74.0561,TETERBORO AP,12,0,0.0,10.239571230976543,Coastal
USW00094745,41.0622,-73.7044,WESTCHESTER CO AP,12,0,0.0,11.253222652784578,Coastal
USW00094789,40.6392,-73.7639,JFK INTL AP,12,0,0.0,2.3518411070631506,Coastal
