ID,LAT,LON,NAME,Total Days_Before,Missing Days_Before,Missing %_Before,Distance_to_Coast_km_Before,Region_Before,MissingCat_Before,Total Days_After,Missing Days_After,Missing %_After,Distance_to_Coast_km_After,Region_After,MissingCat_After
US1LACM0003,30.0483,-93.2414,LAKE CHARLES 11.5 SSW,14.0,3.0,21.43,14.429665137337233,Coastal,High,14.0,0.0,0.0,14.429665137337233,Coastal,Low
US1LAEB0002,30.4218,-91.1576,BATON ROUGE 2.7 SW,14.0,0.0,0.0,0.0,Coastal,Low,14.0,0.0,0.0,0.0,Coastal,Low
US1LAEB0005,30.3657,-91.1168,GARDERE 1.2 ENE,14.0,14.0,100.0,1.305101445304875,Coastal,High,14.0,13.0,92.86,1.305101445304875,Coastal,High
US1LAEB0009,30.6069,-91.0533,BROWNFIELDS 5.8 NE,14.0,1.0,7.14,9.871928323891494,Coastal,High,14.0,0.0,0.0,9.871928323891494,Coastal,Low
US1LAEB0014,30.4393,-91.0685,BATON ROUGE 3.5 E,14.0,1.0,7.14,0.0,Coastal,High,14.0,5.0,35.71,0.0,Coastal,High
US1LAEB0019,30.5096,-91.0016,MONTICELLO 3.0 ENE,14.0,14.0,100.0,4.621910548285513,Coastal,High,14.0,5.0,35.71,4.621910548285513,Coastal,High
US1LAEB0023,30.5541,-91.054,BROWNFIELDS 4.0 E,14.0,0.0,0.0,4.820456061347964,Coastal,Low,14.0,0.0,0.0,4.820456061347964,Coastal,Low
US1LAEB0027,30.4507,-91.0843,BATON ROUGE 2.5 E,14.0,0.0,0.0,0.0,Coastal,Low,14.0,1.0,7.14,0.0,Coastal,Low
US1LAEB0031,30.5441,-91.005,CENTRAL 2.2 SE,14.0,14.0,100.0,5.7255972234662496,Coastal,High,14.0,0.0,0.0,5.7255972234662496,Coastal,Low
US1LAEB0033,30.4118,-91.1786,LSU,14.0,0.0,0.0,0.0,Coastal,Low,14.0,0.0,0.0,0.0,Coastal,Low
US1LAEB0041,30.3876,-91.1372,BATON ROUGE 4.3 S,14.0,1.0,7.14,0.0,Coastal,High,14.0,0.0,0.0,0.0,Coastal,Low
US1LAEB0042,30.3586,-91.078,INNISWOLD 2.8 S,14.0,0.0,0.0,2.379094709578022,Coastal,Low,14.0,0.0,0.0,2.379094709578022,Coastal,Low
US1LAEB0046,30.4421,-91.149,BATON ROUGE 1.4 WSW,14.0,1.0,7.14,0.0,Coastal,High,14.0,0.0,0.0,0.0,Coastal,Low
US1LAEB0047,30.3818,-91.1373,BATON ROUGE 5.3 S,14.0,0.0,0.0,0.18997187245589606,Coastal,Low,14.0,14.0,100.0,0.18997187245589606,Coastal,High
US1LAEB0053,30.4089,-91.1058,BATON ROUGE 3.0 SSE,14.0,6.0,42.86,0.0,Coastal,High,14.0,9.0,64.29,0.0,Coastal,High
US1LAEB0054,30.4281,-91.0243,BATON ROUGE 6.2 ESE,14.0,8.0,57.14,0.0,Coastal,High,14.0,9.0,64.29,0.0,Coastal,High
US1LAEB0056,30.6943,-91.2565,JACKSON 10.1 SSW,14.0,2.0,14.29,16.766628790634385,Coastal,High,14.0,0.0,0.0,16.766628790634385,Coastal,Low
US1LAEB0059,30.357,-91.077,BATON ROUGE 7.0 SSE,14.0,14.0,100.0,2.6060503605776435,Coastal,High,14.0,9.0,64.29,2.6060503605776435,Coastal,High
US1LAEB0060,30.4005,-91.0896,BATON ROUGE 4.0 SSE,,,,,,,14.0,0.0,0.0,0.0,Coastal,Low
US1LAEB0063,30.3791,-91.0051,SHENANDOAH 1.5 S,14.0,14.0,100.0,2.558708647532863,Coastal,High,14.0,14.0,100.0,2.558708647532863,Coastal,High
US1LAEF0001,30.8404,-91.0159,CLINTON 1.4 S,14.0,14.0,100.0,36.32648416383013,Coastal,High,14.0,14.0,100.0,36.32648416383013,Coastal,High
US1LAJD0002,30.236,-92.823,WELSH 0.7 W,14.0,0.0,0.0,34.797085670959945,Coastal,Low,14.0,3.0,21.43,34.797085670959945,Coastal,High
US1LALY0002,30.17,-92.0016,LAFAYETTE 3.5 SSE,14.0,14.0,100.0,0.6018984590277239,Coastal,High,14.0,14.0,100.0,0.6018984590277239,Coastal,High
US1LALY0006,30.2521,-92.0889,SCOTT 1.0 N,14.0,8.0,57.14,1.3365714043951662,Coastal,High,14.0,6.0,42.86,1.3365714043951662,Coastal,High
US1LALY0007,30.3357,-91.9781,CARENCRO 3.9 ENE,14.0,7.0,50.0,5.950405363386993,Coastal,High,14.0,0.0,0.0,5.950405363386993,Coastal,Low
US1LAPC0002,30.6807,-91.4115,NEW ROADS 2.7 ESE,14.0,10.0,71.43,25.28877902449292,Coastal,High,14.0,7.0,50.0,25.28877902449292,Coastal,High
US1LARP0007,31.2624,-92.4946,ALEXANDRIA 2.8 SW,14.0,0.0,0.0,0.0,Coastal,Low,14.0,0.0,0.0,0.0,Coastal,Low
US1LARP0009,31.3195,-92.4223,PINEVILLE 1.0 SSW,,,,,,,14.0,1.0,7.14,0.0,Coastal,Low
US1LASL0001,30.4197,-91.9986,GRAND COTEAU 2.7 E,14.0,0.0,0.0,15.132889483618559,Coastal,Low,14.0,0.0,0.0,15.132889483618559,Coastal,Low
US1LASM0002,30.1221,-91.831,ST. MARTINVILLE 0.2 S,14.0,0.0,0.0,11.295788118714167,Coastal,Low,14.0,0.0,0.0,11.295788118714167,Coastal,Low
US1LAVM0002,29.9814,-92.2741,KAPLAN 1.6 SSE,14.0,0.0,0.0,32.3051367013488,Coastal,Low,14.0,0.0,0.0,32.3051367013488,Coastal,Low
US1LAVM0004,29.9762,-92.1072,ABBEVILLE 1.0 E,14.0,0.0,0.0,25.521051619597884,Coastal,Low,14.0,0.0,0.0,25.521051619597884,Coastal,Low
US1LAWB0002,30.3797,-91.2674,ADDIS 1.7 N,14.0,4.0,28.57,1.576400813971848,Coastal,High,14.0,0.0,0.0,1.576400813971848,Coastal,Low
US1LAWF0004,30.8928,-91.3641,WAKEFIELD 0.9 WNW,14.0,0.0,0.0,44.966423364291224,Coastal,Low,14.0,0.0,0.0,44.966423364291224,Coastal,Low
US1LAWF0005,30.9799,-91.3573,ASHWOOD 5.7 SW,,,,,,,14.0,14.0,100.0,55.447174997039916,Rural,High
US1MSAD0001,31.4213,-91.3985,NATCHEZ 8.8 S,14.0,11.0,78.57,16.41451243879389,Coastal,High,14.0,10.0,71.43,16.41451243879389,Coastal,High
US1MSAD0004,31.4845,-91.2526,NATCHEZ 9.1 ESE,14.0,7.0,50.0,16.505985739388475,Coastal,High,14.0,6.0,42.86,16.505985739388475,Coastal,High
US1TXAG0001,31.3213,-94.8445,LUFKIN 7.0 W,14.0,0.0,0.0,5.840977354433331,Coastal,Low,14.0,1.0,7.14,5.840977354433331,Coastal,Low
US1TXAG0002,31.1464,-94.3856,ZAVALLA 2.0 ESE,14.0,0.0,0.0,40.48011232193804,Coastal,Low,14.0,0.0,0.0,40.48011232193804,Coastal,Low
US1TXAG0003,31.3034,-94.7627,LUFKIN 3.0 SW,14.0,0.0,0.0,0.5386166408766673,Coastal,Low,14.0,0.0,0.0,0.5386166408766673,Coastal,Low
US1TXAG0005,31.3212,-94.7211,LUFKIN 0.9 SSE,14.0,0.0,0.0,0.0,Coastal,Low,14.0,5.0,35.71,0.0,Coastal,High
US1TXAG0006,31.3627,-94.8074,LUFKIN 5.2 WNW,14.0,14.0,100.0,1.544127219497293,Coastal,High,14.0,0.0,0.0,1.544127219497293,Coastal,Low
US1TXAG0009,31.298,-94.8473,LUFKIN 7.6 WSW,,,,,,,14.0,1.0,7.14,6.964176768286721,Coastal,Low
US1TXAG0010,31.3283,-94.7815,HUDSON 0.9 E,,,,,,,14.0,13.0,92.86,0.0,Coastal,High
US1TXAS0002,29.8925,-96.489,NEW ULM 0.1 ENE,14.0,14.0,100.0,79.07994689899645,Rural,High,14.0,10.0,71.43,79.07994689899645,Rural,High
US1TXAS0003,29.881,-96.331,CAT SPRING 3.8 N,14.0,0.0,0.0,61.499027176172824,Rural,Low,14.0,0.0,0.0,61.499027176172824,Rural,Low
US1TXAS0004,29.9515,-96.2544,BELLVILLE 0.4 NE,14.0,0.0,0.0,55.76709725288438,Rural,Low,14.0,2.0,14.29,55.76709725288438,Rural,High
US1TXAS0005,29.7757,-96.1581,SEALY 0.3 WNW,14.0,0.0,0.0,41.269790498642195,Coastal,Low,14.0,0.0,0.0,41.269790498642195,Coastal,Low
US1TXAS0006,29.8029,-96.1211,SAN FELIPE 1.0 WNW,14.0,0.0,0.0,37.11160869036511,Coastal,Low,14.0,0.0,0.0,37.11160869036511,Coastal,Low
US1TXAS0007,29.7967,-96.1394,SEALY 1.9 NNE,14.0,0.0,0.0,39.13024941915333,Coastal,Low,14.0,0.0,0.0,39.13024941915333,Coastal,Low
US1TXAS0008,30.0255,-96.4733,INDUSTRY 4.0 NNE,14.0,8.0,57.14,74.01091942615919,Rural,High,,,,,,
US1TXAS0011,29.8553,-96.3207,CAT SPRING 0.7 NNE,14.0,14.0,100.0,59.843872122369284,Rural,High,,,,,,
US1TXAS0012,29.8662,-96.3264,CAT SPRING 1.4 N,14.0,8.0,57.14,60.67320670174591,Rural,High,14.0,10.0,71.43,60.67320670174591,Rural,High
US1TXAS0014,29.9082,-96.139,BELLVILLE 7.6 ESE,14.0,4.0,28.57,41.78023121902255,Coastal,High,14.0,14.0,100.0,41.78023121902255,Coastal,High
US1TXAS0015,30.0341,-96.2209,BELLVILLE 6.5 NNE,14.0,0.0,0.0,57.261331469229376,Rural,Low,14.0,2.0,14.29,57.261331469229376,Rural,High
US1TXAS0017,29.6411,-96.051,WALLIS 1.1 NE,14.0,0.0,0.0,25.183670131310382,Coastal,Low,14.0,3.0,21.43,25.183670131310382,Coastal,High
US1TXAS0018,29.9508,-96.2452,BELLVILLE 0.9 ENE,,,,,,,14.0,4.0,28.57,54.78140985528768,Rural,High
US1TXBRZ018,29.4176,-95.2673,ALVIN 1.6 SW,14.0,7.0,50.0,13.512231577153845,Coastal,High,14.0,7.0,50.0,13.512231577153845,Coastal,High
US1TXBRZ020,29.0296,-95.451,LAKE JACKSON 0.9 SSW,14.0,0.0,0.0,0.0,Coastal,Low,14.0,0.0,0.0,0.0,Coastal,Low
US1TXBRZ021,29.1696,-95.4068,ANGLETON 1.3 E,14.0,0.0,0.0,0.8829721777366945,Coastal,Low,14.0,0.0,0.0,0.8829721777366945,Coastal,Low
US1TXBRZ025,29.5478,-95.3485,PEARLAND 4.4 W,14.0,0.0,0.0,5.36364580166644,Coastal,Low,14.0,0.0,0.0,5.36364580166644,Coastal,Low
US1TXBRZ027,29.0269,-95.4337,LAKE JACKSON 1.3 SE,14.0,0.0,0.0,0.0,Coastal,Low,14.0,13.0,92.86,0.0,Coastal,High
US1TXBRZ032,29.043,-95.4202,LAKE JACKSON 1.6 E,14.0,0.0,0.0,0.0,Coastal,Low,14.0,0.0,0.0,0.0,Coastal,Low
US1TXBRZ036,29.5483,-95.3984,PEARLAND 7.4 W,,,,,,,14.0,14.0,100.0,6.86829074182162,Coastal,High
US1TXBZS040,30.6277,-96.2089,COLLEGE STATION 6.4 ENE,14.0,0.0,0.0,3.990308978033401,Coastal,Low,14.0,8.0,57.14,3.990308978033401,Coastal,High
US1TXBZS075,30.6014,-96.3145,COLLEGE STATION 0.1 WNW,14.0,10.0,71.43,0.0,Coastal,High,14.0,11.0,78.57,0.0,Coastal,High
US1TXBZS077,30.647,-96.3237,BRYAN 2.9 ESE,14.0,10.0,71.43,0.0,Coastal,High,14.0,14.0,100.0,0.0,Coastal,High
US1TXBZS088,30.7138,-96.3902,BRYAN 3.5 NNW,14.0,6.0,42.86,0.0,Coastal,High,14.0,3.0,21.43,0.0,Coastal,High
US1TXBZS092,30.5774,-96.3146,COLLEGE STATION 1.6 S,14.0,14.0,100.0,0.7755753670927706,Coastal,High,14.0,13.0,92.86,0.7755753670927706,Coastal,High
US1TXBZS096,30.6042,-96.3284,COLLEGE STATION 1.0 WNW,14.0,0.0,0.0,0.0,Coastal,Low,14.0,0.0,0.0,0.0,Coastal,Low
US1TXBZS097,30.624,-96.3199,COLLEGE STATION 1.7 NNW,14.0,3.0,21.43,0.0,Coastal,High,14.0,7.0,50.0,0.0,Coastal,High
US1TXBZS098,30.7714,-96.3734,BRYAN 7.1 N,14.0,0.0,0.0,7.090478584310423,Coastal,Low,14.0,9.0,64.29,7.090478584310423,Coastal,High
US1TXBZS099,30.6216,-96.399,BRYAN 3.8 SSW,14.0,0.0,0.0,0.0,Coastal,Low,14.0,0.0,0.0,0.0,Coastal,Low
US1TXBZS100,30.5595,-96.3711,COLLEGE STATION 4.5 SW,14.0,0.0,0.0,5.322129371893312,Coastal,Low,14.0,0.0,0.0,5.322129371893312,Coastal,Low
US1TXBZS102,30.6338,-96.351,BRYAN 2.5 SSE,14.0,12.0,85.71,0.0,Coastal,High,14.0,0.0,0.0,0.0,Coastal,Low
US1TXBZS103,30.5994,-96.3257,COLLEGE STATION 0.8 W,,,,,,,14.0,0.0,0.0,0.0,Coastal,Low
US1TXBZS104,30.5728,-96.3002,COLLEGE STATION 2.0 SSE,,,,,,,14.0,9.0,64.29,1.2438374712945224,Coastal,High
US1TXCHM008,29.8722,-94.8893,MONT BELVIEU 1.5 NNW,14.0,2.0,14.29,0.0,Coastal,High,14.0,4.0,28.57,0.0,Coastal,High
US1TXCLR003,29.456,-96.4049,GARWOOD 0.7 NW,14.0,13.0,92.86,63.899101269978715,Rural,High,14.0,14.0,100.0,63.899101269978715,Rural,High
US1TXCLR006,29.7891,-96.477,NEW ULM 7.2 S,14.0,0.0,0.0,76.2591903548563,Rural,Low,14.0,0.0,0.0,76.2591903548563,Rural,Low
US1TXCLR010,29.8188,-96.478,NEW ULM 5.1 S,14.0,6.0,42.86,76.89092383589094,Rural,High,14.0,5.0,35.71,76.89092383589094,Rural,High
US1TXFB0005,29.6143,-95.634,SUGAR LAND 1.1 WSW,14.0,0.0,0.0,0.0,Coastal,Low,14.0,0.0,0.0,0.0,Coastal,Low
US1TXFB0012,29.6166,-95.6332,SUGAR LAND 1.0 W,14.0,0.0,0.0,0.0,Coastal,Low,14.0,1.0,7.14,0.0,Coastal,Low
US1TXFB0017,29.6176,-95.7268,RICHMOND 3.4 NE,14.0,6.0,42.86,2.318496363478095,Coastal,High,14.0,2.0,14.29,2.318496363478095,Coastal,High
US1TXFB0018,29.612,-95.7318,RICHMOND 2.9 NE,14.0,0.0,0.0,2.028394654770252,Coastal,Low,14.0,1.0,7.14,2.028394654770252,Coastal,Low
US1TXFB0022,29.5261,-95.7221,RICHMOND 4.6 SE,14.0,2.0,14.29,6.4711955115963375,Coastal,High,14.0,2.0,14.29,6.4711955115963375,Coastal,High
US1TXFB0025,29.6388,-95.6269,SUGAR LAND 1.5 NNW,14.0,14.0,100.0,0.0,Coastal,High,14.0,12.0,85.71,0.0,Coastal,High
US1TXFB0027,29.5828,-95.6294,SUGAR LAND 2.6 SSW,14.0,9.0,64.29,0.0,Coastal,High,14.0,6.0,42.86,0.0,Coastal,High
US1TXFB0028,29.4702,-95.4934,MISSOURI CITY 7.5 SSE,14.0,7.0,50.0,12.756156112713878,Coastal,High,14.0,13.0,92.86,12.756156112713878,Coastal,High
US1TXFB0030,29.7018,-95.8007,KATY 6.8 SSE,14.0,14.0,100.0,9.012896863091392,Coastal,High,14.0,14.0,100.0,9.012896863091392,Coastal,High
US1TXFB0032,29.7074,-95.9397,FULSHEAR 2.7 WNW,14.0,0.0,0.0,18.622088162914658,Coastal,Low,14.0,5.0,35.71,18.622088162914658,Coastal,High
US1TXFB0040,29.5681,-95.6399,SUGAR LAND 3.8 SSW,14.0,0.0,0.0,0.8195511456499454,Coastal,Low,14.0,14.0,100.0,0.8195511456499454,Coastal,High
US1TXFB0042,29.557,-95.74,RICHMOND 2.3 SE,14.0,6.0,42.86,2.2260526855067453,Coastal,High,14.0,9.0,64.29,2.2260526855067453,Coastal,High
US1TXFB0043,29.4883,-95.5087,MISSOURI CITY 6.0 SSE,14.0,6.0,42.86,9.944204317799295,Coastal,High,,,,,,
US1TXFB0044,29.5571,-95.5227,MISSOURI CITY 1.3 SE,14.0,14.0,100.0,2.0730955568447276,Coastal,High,,,,,,
US1TXFB0051,29.6408,-95.739,RICHMOND 4.4 NNE,,,,,,,14.0,3.0,21.43,2.395673531365994,Coastal,High
US1TXFB0053,29.7087,-95.7576,KATY 7.3 SSE,,,,,,,14.0,5.0,35.71,5.4842696325625715,Coastal,High
US1TXFB0054,29.5037,-95.5038,MISSOURI CITY 5.1 SSE,,,,,,,14.0,14.0,100.0,8.436765178967947,Coastal,High
US1TXGM0007,30.6348,-96.1423,IOLA 10.4 SSW,14.0,0.0,0.0,10.17959867283071,Coastal,Low,14.0,0.0,0.0,10.17959867283071,Coastal,Low
US1TXGV0005,29.4867,-95.2072,FRIENDSWOOD 1.9 SSW,14.0,0.0,0.0,3.8413646467560163,Coastal,Low,14.0,4.0,28.57,3.8413646467560163,Coastal,High
US1TXGV0006,29.323,-94.9349,BAYOU VISTA 0.2 SE,14.0,8.0,57.14,2.7361837590888514,Coastal,High,14.0,14.0,100.0,2.7361837590888514,Coastal,High
US1TXGV0009,29.4555,-95.0889,DICKINSON 1.4 W,14.0,9.0,64.29,0.0,Coastal,High,14.0,12.0,85.71,0.0,Coastal,High
US1TXGV0015,29.5057,-95.1242,LEAGUE CITY 1.7 NW,14.0,7.0,50.0,0.0,Coastal,High,14.0,13.0,92.86,0.0,Coastal,High
US1TXGV0016,29.4808,-95.138,LEAGUE CITY 1.9 W,14.0,14.0,100.0,2.1446992460433876,Coastal,High,14.0,14.0,100.0,2.1446992460433876,Coastal,High
US1TXGV0017,29.406,-94.9341,TEXAS CITY 1.5 E,14.0,8.0,57.14,0.0,Coastal,High,14.0,6.0,42.86,0.0,Coastal,High
US1TXGV0018,29.2824,-94.805,GALVESTON 6.4 NE,14.0,7.0,50.0,0.0,Coastal,High,14.0,7.0,50.0,0.0,Coastal,High
US1TXGV0022,29.511,-95.0898,LEAGUE CITY 2.1 NNE,14.0,14.0,100.0,0.0,Coastal,High,14.0,7.0,50.0,0.0,Coastal,High
US1TXGV0025,29.512,-95.0994,LEAGUE CITY 1.5 NE,14.0,14.0,100.0,0.0,Coastal,High,,,,,,
US1TXGV0027,29.3059,-94.7895,GALVESTON 8.1 NE,14.0,14.0,100.0,0.0,Coastal,High,,,,,,
US1TXGV0028,29.5037,-95.1023,LEAGUE CITY 1.3 NNE,14.0,14.0,100.0,0.0,Coastal,High,14.0,14.0,100.0,0.0,Coastal,High
US1TXGV0029,29.5303,-95.0236,KEMAH 0.2 WNW,14.0,0.0,0.0,0.7681983863927664,Coastal,Low,14.0,4.0,28.57,0.7681983863927664,Coastal,High
US1TXGV0033,29.4147,-95.1159,SANTA FE 2.5 NNW,14.0,8.0,57.14,4.736311420107724,Coastal,High,14.0,14.0,100.0,4.736311420107724,Coastal,High
US1TXGV0034,29.5407,-95.0698,LEAGUE CITY 2.7 NE,14.0,0.0,0.0,0.0,Coastal,Low,14.0,0.0,0.0,0.0,Coastal,Low
US1TXGV0041,29.4498,-95.0927,LEAGUE CITY 2.6 SSE,14.0,11.0,78.57,0.49196573880570277,Coastal,High,14.0,14.0,100.0,0.49196573880570277,Coastal,High
US1TXGV0043,29.4765,-94.5803,CRYSTAL BEACH 3.7 ENE,14.0,9.0,64.29,24.348637482512444,Coastal,High,14.0,10.0,71.43,24.348637482512444,Coastal,High
US1TXGV0044,29.5014,-94.9898,BACLIFF 0.5 SSE,14.0,2.0,14.29,5.932951089258403,Coastal,High,14.0,0.0,0.0,5.932951089258403,Coastal,Low
US1TXGV0046,29.5231,-95.0382,LEAGUE CITY 3.6 ENE,14.0,0.0,0.0,0.6320057571616109,Coastal,Low,14.0,0.0,0.0,0.6320057571616109,Coastal,Low
US1TXGV0049,29.334,-94.9399,LA MARQUE 3.9 SE,14.0,2.0,14.29,1.2254022879389728,Coastal,High,14.0,0.0,0.0,1.2254022879389728,Coastal,Low
US1TXGV0050,29.5098,-95.0862,LEAGUE CITY 2.1 NE,14.0,10.0,71.43,0.0,Coastal,High,,,,,,
US1TXGV0051,29.3633,-94.9644,LA MARQUE 1.8 E,14.0,0.0,0.0,0.0,Coastal,Low,14.0,0.0,0.0,0.0,Coastal,Low
US1TXGV0052,29.478,-95.1648,LEAGUE CITY 3.5 W,14.0,1.0,7.14,3.5447630683683773,Coastal,High,14.0,7.0,50.0,3.5447630683683773,Coastal,High
US1TXGV0054,29.3017,-94.7809,GALVESTON 8.4 NE,14.0,2.0,14.29,0.0,Coastal,High,14.0,0.0,0.0,0.0,Coastal,Low
US1TXGV0060,29.3716,-95.099,SANTA FE 0.7 S,,,,,,,14.0,0.0,0.0,7.262132436183277,Coastal,Low
US1TXGV0061,29.2067,-94.9465,GALVESTON 3.6 WSW,,,,,,,14.0,13.0,92.86,6.519126472596429,Coastal,High
US1TXGV0062,29.2767,-94.817,GALVESTON 5.6 NE,,,,,,,14.0,12.0,85.71,0.0,Coastal,High
US1TXGV0063,29.5001,-95.1873,FRIENDSWOOD 1.0 SE,,,,,,,14.0,4.0,28.57,2.8798822364609404,Coastal,High
US1TXGV0064,29.338,-95.0261,HITCHCOCK 1.6 NNW,,,,,,,14.0,0.0,0.0,4.1025265327168,Coastal,Low
US1TXGV0065,29.2189,-94.9337,GALVESTON 2.6 WSW,,,,,,,14.0,9.0,64.29,4.713698078066487,Coastal,High
US1TXGV0066,29.3457,-95.0926,SANTA FE 2.5 S,,,,,,,14.0,12.0,85.71,8.584795507853203,Coastal,High
US1TXGV0068,29.4612,-95.0643,DICKINSON 0.5 NNE,,,,,,,14.0,10.0,71.43,0.0,Coastal,High
US1TXGV0069,29.4904,-95.1207,LEAGUE CITY 0.9 WNW,,,,,,,14.0,0.0,0.0,0.3603256886552178,Coastal,Low
US1TXGV0070,29.4052,-94.8944,TEXAS CITY 3.8 E,,,,,,,14.0,0.0,0.0,0.0,Coastal,Low
US1TXGV0071,29.4095,-95.0314,TEXAS CITY 4.4 W,,,,,,,14.0,1.0,7.14,0.0,Coastal,Low
US1TXGV0073,29.3014,-94.7817,GALVESTON 8.3 NE,,,,,,,14.0,7.0,50.0,0.0,Coastal,High
US1TXGV0083,29.4669,-94.6037,CRYSTAL  BEACH 2.1 ENE,,,,,,,14.0,14.0,100.0,21.739472097708873,Coastal,High
US1TXHRN001,30.272,-94.2201,LUMBERTON 1.2 WNW,14.0,2.0,14.29,13.059783513878589,Coastal,High,14.0,4.0,28.57,13.059783513878589,Coastal,High
US1TXHRN002,30.2179,-94.3287,KOUNTZE 10.6 SSW,14.0,1.0,7.14,17.062948613591846,Coastal,High,14.0,14.0,100.0,17.062948613591846,Coastal,High
US1TXHRN005,30.3723,-94.3159,KOUNTZE 0.0 WSW,14.0,0.0,0.0,25.53849623191373,Coastal,Low,14.0,3.0,21.43,25.53849623191373,Coastal,High
US1TXHRN006,30.357,-94.3161,KOUNTZE 1.1 S,14.0,5.0,35.71,25.40042155377931,Coastal,High,14.0,2.0,14.29,25.40042155377931,Coastal,High
US1TXHRN007,30.3166,-94.351,KOUNTZE 4.4 SSW,14.0,14.0,100.0,26.923586790536415,Coastal,High,14.0,14.0,100.0,26.923586790536415,Coastal,High
US1TXHRR004,29.7129,-95.6688,MISSION BEND 1.4 N,14.0,14.0,100.0,0.0,Coastal,High,14.0,8.0,57.14,0.0,Coastal,High
US1TXHRR015,30.0022,-95.196,KINGWOOD 3.9 S,14.0,0.0,0.0,0.0,Coastal,Low,14.0,0.0,0.0,0.0,Coastal,Low
US1TXHRR024,29.5743,-95.0633,TAYLOR LAKE VILLAGE 0.5 W,14.0,14.0,100.0,0.0,Coastal,High,14.0,14.0,100.0,0.0,Coastal,High
US1TXHRR027,29.8138,-95.5505,BUNKER HILL VILLAGE 3.6 NNW,14.0,0.0,0.0,0.0,Coastal,Low,14.0,0.0,0.0,0.0,Coastal,Low
US1TXHRR028,29.5371,-95.1215,WEBSTER 0.4 NW,14.0,0.0,0.0,0.0,Coastal,Low,14.0,0.0,0.0,0.0,Coastal,Low
US1TXHRR031,29.5453,-95.1821,FRIENDSWOOD 2.5 NNE,14.0,2.0,14.29,0.0,Coastal,High,14.0,0.0,0.0,0.0,Coastal,Low
US1TXHRR032,29.6077,-95.2561,SOUTH HOUSTON 4.0 SSW,14.0,0.0,0.0,0.0,Coastal,Low,14.0,0.0,0.0,0.0,Coastal,Low
US1TXHRR033,30.0553,-95.1564,KINGWOOD 1.8 E,14.0,0.0,0.0,0.0,Coastal,Low,14.0,0.0,0.0,0.0,Coastal,Low
US1TXHRR043,30.0803,-95.7178,TOMBALL 6.2 W,14.0,9.0,64.29,7.64164237379609,Coastal,High,14.0,13.0,92.86,7.64164237379609,Coastal,High
US1TXHRR044,29.664,-95.0662,LA PORTE 1.3 W,14.0,6.0,42.86,0.0,Coastal,High,,,,,,
US1TXHRR052,29.567,-95.0982,NASSAU BAY 1.6 NNW,14.0,3.0,21.43,0.0,Coastal,High,14.0,4.0,28.57,0.0,Coastal,High
US1TXHRR058,29.8133,-95.5389,SPRING VALLEY 2.7 NW,14.0,3.0,21.43,0.0,Coastal,High,14.0,0.0,0.0,0.0,Coastal,Low
US1TXHRR074,29.9564,-95.6463,CYPRESS 3.2 ESE,14.0,0.0,0.0,0.0,Coastal,Low,14.0,0.0,0.0,0.0,Coastal,Low
US1TXHRR076,29.6471,-95.1895,PASADENA 2.4 WSW,14.0,14.0,100.0,0.0,Coastal,High,14.0,14.0,100.0,0.0,Coastal,High
